date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:18:02	50437/50437	---M--	200	added ('OK')	image/png	etag:%22c505-601ddd40fd701%22	https://themesflat.co/html/jobtex/images/review/thumb3.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/thumb3.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:03	27140/27140	---M--	200	added ('OK')	image/png	etag:%226a04-601ddd30c7f48%22	https://themesflat.co/html/jobtex/images/review/shape2.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/shape2.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:04	1503/1503	---M--	200	added ('OK')	image/png	etag:%225df-601ddd2009fed%22	https://themesflat.co/html/jobtex/images/review/icon33.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/icon33.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:05	3364/3364	---M--	200	added ('OK')	image/png	etag:%22d24-601ddcf4dfc38%22	https://themesflat.co/html/jobtex/images/review/btn2.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/btn2.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:05	4502/4502	---M--	200	added ('OK')	image/png	etag:%221196-601ddcf486682%22	https://themesflat.co/html/jobtex/images/review/btn1.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/btn1.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:05	3607/3607	---M--	200	added ('OK')	image/png	etag:%22e17-601ddce231b3c%22	https://themesflat.co/html/jobtex/images/partners/Logo.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/partners/Logo.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:05	4574/4574	---M--	200	added ('OK')	image/png	etag:%2211de-601ddcdedaf3a%22	https://themesflat.co/html/jobtex/images/partners/Logo-1.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/partners/Logo-1.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:06	125437/125437	---M--	200	added ('OK')	image/png	etag:%221e9fd-601ddd2f132e2%22	https://themesflat.co/html/jobtex/images/review/phone.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/phone.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:07	2990/2990	---M--	200	added ('OK')	image/png	etag:%22bae-601ddcdf5062a%22	https://themesflat.co/html/jobtex/images/partners/Logo-2.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/partners/Logo-2.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:08	2954/2954	---M--	200	added ('OK')	image/png	etag:%22b8a-601ddce0561bc%22	https://themesflat.co/html/jobtex/images/partners/Logo-3.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/partners/Logo-3.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:08	3229/3229	---M--	200	added ('OK')	image/png	etag:%22c9d-601ddce0c04fb%22	https://themesflat.co/html/jobtex/images/partners/Logo-4.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/partners/Logo-4.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:09	4321/4321	---M--	200	added ('OK')	image/png	etag:%2210e1-601ddce1cfccd%22	https://themesflat.co/html/jobtex/images/partners/Logo-5.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/partners/Logo-5.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:09	2412/2412	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2015%20Aug%202024%2017:18:10%20GMT	https://themesflat.co/html/jobtex/dashboard.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard.html	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:10	2916/2916	---M--	200	added ('OK')	image/png	etag:%22b64-601ddcf604fb4%22	https://themesflat.co/html/jobtex/images/review/btn3.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/btn3.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:10	2415/2415	---M--	200	added ('OK')	image/png	etag:%2296f-601ddcf656c52%22	https://themesflat.co/html/jobtex/images/review/btn4.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/btn4.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:11	758/758	---M--	200	added ('OK')	image/png	etag:%222f6-601ddd18b485e%22	https://themesflat.co/html/jobtex/images/review/flag.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/flag.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:11	951/951	---M--	200	added ('OK')	image/png	etag:%223b7-601ddd1a2b48f%22	https://themesflat.co/html/jobtex/images/review/flag3.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/flag3.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:11	855/855	---M--	200	added ('OK')	image/png	etag:%22357-601ddd18d0998%22	https://themesflat.co/html/jobtex/images/review/flag2.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/flag2.png	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:14	168431/168431	---M--	200	added ('OK')	application/javascript	etag:%22291ef-601ddc25e9325%22	https://themesflat.co/html/jobtex/javascript/jquery.min.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/jquery.min.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:15	143661/143661	---M--	200	added ('OK')	application/javascript	etag:%222312d-601ddc2f4f7c9%22	https://themesflat.co/html/jobtex/javascript/swiper-bundle.min.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/swiper-bundle.min.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:16	128862/128862	---M--	200	added ('OK')	application/javascript	etag:%221f75e-601ddc1d457d7%22	https://themesflat.co/html/jobtex/javascript/bootstrap.min.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/bootstrap.min.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:16	7549/7549	---M--	200	added ('OK')	application/javascript	etag:%221d7d-601ddc2662c7e%22	https://themesflat.co/html/jobtex/javascript/jquery.nice-select.min.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/jquery.nice-select.min.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:16	2501/2501	---M--	200	added ('OK')	application/javascript	etag:%229c5-601ddc1ec44f1%22	https://themesflat.co/html/jobtex/javascript/countto.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/countto.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:17	6317/6317	---M--	200	added ('OK')	application/javascript	etag:%2218ad-601ddc32c82c5%22	https://themesflat.co/html/jobtex/javascript/wow.min.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/wow.min.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:17	100424/100424	---M--	200	added ('OK')	application/javascript	etag:%2218848-601ddc1ba9213%22	https://themesflat.co/html/jobtex/javascript/boostrap-select.min.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/boostrap-select.min.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:17	6205/6205	---M--	200	added ('OK')	application/javascript	etag:%22183d-601ddc2f18cc5%22	https://themesflat.co/html/jobtex/javascript/swiper.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/swiper.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:18	57093/57093	---M--	200	added ('OK')	application/javascript	etag:%22df05-601ddc2d4c18e%22	https://themesflat.co/html/jobtex/javascript/plugin.min.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/plugin.min.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:19	3121/3121	---M--	200	added ('OK')	application/javascript	etag:%22c31-601ddc23a4606%22	https://themesflat.co/html/jobtex/javascript/jquery.cookie.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/jquery.cookie.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:20	4007/4007	---M--	200	added ('OK')	application/javascript	etag:%22fa7-601ddc3151a7c%22	https://themesflat.co/html/jobtex/javascript/switcher.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/switcher.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:20	24294/24294	---M--	200	added ('OK')	application/javascript	etag:%225ee6-601ddc28224c4%22	https://themesflat.co/html/jobtex/javascript/main.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/main.js	(from https://themesflat.co/html/jobtex/home-09.html)
00:18:21	5141/5141	---M--	200	added ('OK')	text/css	etag:%221415-601ddc3b4f509%22	https://themesflat.co/html/jobtex/stylesheets/nice-select.css	C:/project/HangkhongWork/themesflat.co/html/jobtex/stylesheets/nice-select.css	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:22	16517/16517	---M--	200	added ('OK')	text/css	etag:%224085-601ddc0e09476%22	https://themesflat.co/html/jobtex/fonts/icon-font.css	C:/project/HangkhongWork/themesflat.co/html/jobtex/fonts/icon-font.css	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:22	85356/85356	---M--	200	added ('OK')	text/css	etag:%2214d6c-601ddc39d1f5f%22	https://themesflat.co/html/jobtex/stylesheets/dashboard.css	C:/project/HangkhongWork/themesflat.co/html/jobtex/stylesheets/dashboard.css	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:23	29044/29044	---M--	200	added ('OK')	text/css	etag:%227174-601ddc37c0693%22	https://themesflat.co/html/jobtex/stylesheets/animate.css	C:/project/HangkhongWork/themesflat.co/html/jobtex/stylesheets/animate.css	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:25	32423/32423	---M--	200	added ('OK')	text/css	etag:%227ea7-601ddc3d31fd2%22	https://themesflat.co/html/jobtex/stylesheets/range.slider.css	C:/project/HangkhongWork/themesflat.co/html/jobtex/stylesheets/range.slider.css	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:26	25966/25966	---M--	200	added ('OK')	image/jpeg	etag:%22656e-601ddd5f3b056%22	https://themesflat.co/html/jobtex/images/slider/slider2.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/slider/slider2.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:27	144246/144246	---M--	200	added ('OK')	image/jpeg	etag:%2223376-601ddd5f11c2b%22	https://themesflat.co/html/jobtex/images/slider/slider1.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/slider/slider1.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:29	14813/14813	---M--	200	added ('OK')	image/jpeg	etag:%2239dd-601ddcee7b431%22	https://themesflat.co/html/jobtex/images/review/banner-star.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/banner-star.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:29	177833/177833	---M--	200	added ('OK')	image/jpeg	etag:%222b6a9-601ddd6152eb2%22	https://themesflat.co/html/jobtex/images/slider/slider3.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/slider/slider3.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:30	1517/1517	---M--	200	added ('OK')	image/png	etag:%225ed-601ddd1bab919%22	https://themesflat.co/html/jobtex/images/review/icon-close.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/icon-close.png	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:30	127980/127980	---M--	200	added ('OK')	image/jpeg	etag:%221f3ec-601ddd617075c%22	https://themesflat.co/html/jobtex/images/slider/slider4.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/slider/slider4.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:31	44754/44754	---M--	200	added ('OK')	image/jpeg	etag:%22aed2-601ddd38b3169%22	https://themesflat.co/html/jobtex/images/review/sl1.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/sl1.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:32	55468/55468	---M--	200	added ('OK')	image/jpeg	etag:%22d8ac-601ddd3a0b168%22	https://themesflat.co/html/jobtex/images/review/sl2.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/sl2.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:32	58387/58387	---M--	200	added ('OK')	image/jpeg	etag:%22e413-601ddd3ab6b8c%22	https://themesflat.co/html/jobtex/images/review/sl3.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/sl3.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:34	56655/56655	---M--	200	added ('OK')	image/jpeg	etag:%22dd4f-601ddd3c15cd4%22	https://themesflat.co/html/jobtex/images/review/sl4.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/sl4.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:34	20043/20043	---M--	200	added ('OK')	image/jpeg	etag:%224e4b-601ddcf017225%22	https://themesflat.co/html/jobtex/images/review/banner.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/banner.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:36	16127/16127	---M--	200	added ('OK')	image/jpeg	etag:%223eff-601ddcc36fcae%22	https://themesflat.co/html/jobtex/images/page-title/bg-author-page-title.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/page-title/bg-author-page-title.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:38	2412/2412	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2015%20Aug%202024%2017:18:39%20GMT	https://themesflat.co/html/jobtex/stylesheets/images/resource/company-logo/3-1.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/stylesheets/images/resource/company-logo/3-1.93.delayed	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:38	92661/92661	---M--	200	added ('OK')	image/png	etag:%22169f5-601ddcdd5d5a8%22	https://themesflat.co/html/jobtex/images/partners/couter.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/partners/couter.png	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:39	1153170/1153170	---M--	200	added ('OK')	image/jpeg	etag:%22119892-601ddd5d8d920%22	https://themesflat.co/html/jobtex/images/slider/landing-slider.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/slider/landing-slider.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:40	214279/214279	---M--	200	added ('OK')	image/png	etag:%2234507-601ddcddd72e8%22	https://themesflat.co/html/jobtex/images/partners/CTA.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/partners/CTA.png	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:42	30725/30725	---M--	200	added ('OK')	image/jpeg	etag:%227805-601ddcf077d0c%22	https://themesflat.co/html/jobtex/images/review/bg-popup.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/bg-popup.jpg	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:43	78294/78294	---M-Z	200	added ('OK')	text/html	etag:%22131d6-601ddbf63c291-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-resumes.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-resumes.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:43	3269/3269	---M--	200	added ('OK')	image/png	etag:%22cc5-601ddc143ee7a%22	https://themesflat.co/html/jobtex/images/logo-white.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-white.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:43	4427/4427	---M--	200	added ('OK')	image/jpeg	etag:%22114b-601ddd72407c8%22	https://themesflat.co/html/jobtex/images/user/avatar/image-01.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/user/avatar/image-01.jpg	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:44	76185/76185	---M-Z	200	added ('OK')	text/html	etag:%2212999-601ddbf477842-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-profile-setting.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-profile-setting.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:44	82502/82502	---M-Z	200	added ('OK')	text/html	etag:%2214246-601ddbf27b34f-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-my-applied.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-my-applied.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:44	71765/71765	---M-Z	200	added ('OK')	text/html	etag:%2211855-601ddbf66feb4-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-save-jobs.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-save-jobs.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:44	69352/69352	---M-Z	200	added ('OK')	text/html	etag:%2210ee8-601ddbec35392-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-alerts-jobs.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-alerts-jobs.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:45	184291/184291	---M--	200	added ('OK')	image/jpeg	etag:%222cfe3-601ddcc3ee80f%22	https://themesflat.co/html/jobtex/images/page-title/blog-detail.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/page-title/blog-detail.jpg	(from https://themesflat.co/html/jobtex/stylesheets/style.css)
00:18:45	78497/78497	---M-Z	200	added ('OK')	text/html	etag:%22132a1-601ddbf249e3c-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-messages.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-messages.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:46	86646/86646	---M-Z	200	added ('OK')	text/html	etag:%2215276-601ddbf05bbda-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-following-employers.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-following-employers.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:47	69631/69631	---M-Z	200	added ('OK')	text/html	etag:%2210fff-601ddbf083c7d-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-meetings.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-meetings.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:47	64135/64135	---M-Z	200	added ('OK')	text/html	etag:%22fa87-601ddbec09857-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-change-passwords.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-change-passwords.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:47	63120/63120	---M-Z	200	added ('OK')	text/html	etag:%22f690-601ddbee60688-gzip%22	https://themesflat.co/html/jobtex/dashboard/candidates-delete-profile.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/candidates-delete-profile.html	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:47	1885/1885	---M--	200	added ('OK')	image/png	etag:%2275d-601ddcb800be0%22	https://themesflat.co/html/jobtex/images/logo-company/cty16.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty16.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:48	4593/4593	---M--	200	added ('OK')	image/png	etag:%2211f1-601ddcb971a51%22	https://themesflat.co/html/jobtex/images/logo-company/cty17.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty17.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:48	6846/6846	---M--	200	added ('OK')	image/png	etag:%221abe-601ddcb38293a%22	https://themesflat.co/html/jobtex/images/logo-company/cty10.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty10.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:48	5461/5461	---M--	200	added ('OK')	image/png	etag:%221555-601ddcb67dc5e%22	https://themesflat.co/html/jobtex/images/logo-company/cty13.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty13.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:48	398467/398467	---M--	200	added ('OK')	image/jpeg	etag:%2261483-601ddd5cde84d%22	https://themesflat.co/html/jobtex/images/slider/landing-footer.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/slider/landing-footer.jpg	(from https://themesflat.co/html/jobtex/stylesheets/shortcodes.css)
00:18:49	3355/3355	---M--	200	added ('OK')	image/png	etag:%22d1b-601ddcb6841ee%22	https://themesflat.co/html/jobtex/images/logo-company/cty14.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty14.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:49	4634/4634	---M--	200	added ('OK')	image/png	etag:%22121a-601ddcb7fb208%22	https://themesflat.co/html/jobtex/images/logo-company/cty15.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty15.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:49	2395/2395	---M--	200	added ('OK')	image/png	etag:%2295b-601ddcb50126c%22	https://themesflat.co/html/jobtex/images/logo-company/cty12.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty12.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:49	2716/2716	---M--	200	added ('OK')	image/png	etag:%22a9c-601ddcbd465fb%22	https://themesflat.co/html/jobtex/images/logo-company/cty6.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty6.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:50	6722/6722	---M--	200	added ('OK')	image/png	etag:%221a42-601ddcbae24da%22	https://themesflat.co/html/jobtex/images/logo-company/cty3.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty3.png	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:50	8531/8531	---M--	200	added ('OK')	image/jpeg	etag:%222153-601ddd3c3163e%22	https://themesflat.co/html/jobtex/images/review/testimonials.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/testimonials.jpg	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:51	554/554	---M--	200	added ('OK')	application/javascript	etag:%2222a-601ddc2b62194%22	https://themesflat.co/html/jobtex/javascript/parallax.js	C:/project/HangkhongWork/themesflat.co/html/jobtex/javascript/parallax.js	(from https://themesflat.co/html/jobtex/home-01.html)
00:18:51	7648/7648	---M--	200	added ('OK')	text/css	etag:%221de0-601ddc3b40aa8%22	https://themesflat.co/html/jobtex/stylesheets/jquery.fancybox.min.css	C:/project/HangkhongWork/themesflat.co/html/jobtex/stylesheets/jquery.fancybox.min.css	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:52	79038/79038	---M-Z	200	added ('OK')	text/html	etag:%22134be-601ddbfe877c9-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-my-job.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-my-job.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:52	91090/91090	---M-Z	200	added ('OK')	text/html	etag:%22163d2-601ddc039e3e1-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-profile.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-profile.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:53	68324/68324	---M-Z	200	added ('OK')	text/html	etag:%2210ae4-601ddc0632e5e-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-submit-job.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-submit-job.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:54	70209/70209	---M-Z	200	added ('OK')	text/html	etag:%2211241-601ddc04d1dd6-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-saved-candidates.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-saved-candidates.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:54	71420/71420	---M-Z	200	added ('OK')	text/html	etag:%22116fc-601ddbf83e92c-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-alerts-candidate.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-alerts-candidate.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:54	70804/70804	---M-Z	200	added ('OK')	text/html	etag:%2211494-601ddc0056628-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-my-packages.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-my-packages.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:55	78983/78983	---M-Z	200	added ('OK')	text/html	etag:%2213487-601ddbfe23632-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-messages.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-messages.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:55	75154/75154	---M-Z	200	added ('OK')	text/html	etag:%2212592-601ddbfc9241f-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-meetings.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-meetings.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:55	64393/64393	---M-Z	200	added ('OK')	text/html	etag:%22fb89-601ddbfa2e6e5-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-change-passwords.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-change-passwords.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:55	63468/63468	---M-Z	200	added ('OK')	text/html	etag:%22f7ec-601ddbfc29c38-gzip%22	https://themesflat.co/html/jobtex/dashboard/employer-delete-profile.html	C:/project/HangkhongWork/themesflat.co/html/jobtex/dashboard/employer-delete-profile.html	(from https://themesflat.co/html/jobtex/Home-02.html)
00:18:56	6949/6949	---M--	200	added ('OK')	image/png	etag:%221b25-601ddcb38c963%22	https://themesflat.co/html/jobtex/images/logo-company/cty1.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty1.png	(from https://themesflat.co/html/jobtex/Home-02.html)
00:19:00	186259/186259	---M--	200	added ('OK')	image/jpeg	etag:%222d793-601ddd49a8f4f%22	https://themesflat.co/html/jobtex/images/review/thumbv4.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/thumbv4.jpg	(from https://themesflat.co/html/jobtex/Home-02.html)
00:19:01	159726/159726	---M--	200	added ('OK')	image/jpeg	etag:%2226fee-601ddd4751d37%22	https://themesflat.co/html/jobtex/images/review/thumbv1.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/thumbv1.jpg	(from https://themesflat.co/html/jobtex/Home-02.html)
00:19:01	6798/6798	---M--	200	added ('OK')	image/jpeg	etag:%221a8e-601ddcececd16%22	https://themesflat.co/html/jobtex/images/review/avt.jpg	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/review/avt.jpg	(from https://themesflat.co/html/jobtex/Home-02.html)
00:19:02	2157/2157	---M--	200	added ('OK')	image/png	etag:%2286d-601ddcbc5816b%22	https://themesflat.co/html/jobtex/images/logo-company/cty5.png	C:/project/HangkhongWork/themesflat.co/html/jobtex/images/logo-company/cty5.png	(from https://themesflat.co/html/jobtex/Home-02.html)
